ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
4Vg0PQuHTk0,460,470,"/m/02x8m,/m/04rlf","['funk', 'bright synth', 'dance music', 'eighties', 'electro-funk', 'soul', 'groovy bassline', 'trumpety-synth', 'synth stabs']","This is a groovy, electro-funk track which works well for dancing. A song like this would be heard in the eighties. It is soulful and upbeat. There are synth stabs and a trumpety synth motif in the background.",3,False,False
4W3Ql8JbEN8,30,40,"/m/04rlf,/t/dd00034","['ambient music', 'low quality', 'short repetitive synth hits', 'buzzy sounds', 'deep synth hit', 'background music', 'intense', 'suspenseful', 'video game']","The low quality recording features short repetitive synth hits located in the right channel, buzzy sounds in the left channel of the stereo image and deep synth hits in the middle. It sounds intense and suspenseful, like background music for a video game.",4,False,True
4W8BYc8ZMaE,30,40,"/m/015lz1,/m/04rlf,/m/0z9c","['female voice', 'female backing vocal', 'acoustic guitar', 'crowd screaming', 'live music']",The music features a female voice singing while being backed by another female voice. The instrumental consists of only one acoustic guitar that strums chords. At one point the crowd is screaming/cheering. The sound of the recording plus the cheering crowd makes me think that this was recorded at a live event.,2,False,True
4W8IZxn3nEI,30,40,"/m/04rlf,/t/dd00003,/t/dd00006","['male vocalist', 'medium fast tempo', 'off key singing', 'relatable', 'simple melody', 'funny', 'homer simpson cover', 'home video', 'amateur singing', 'animated', 'childish lyrics', 'keyboard harmony', 'steady drumming', 'simple bass lines', 'auto tune', 'rhythmic acoustic', 'guitar']","A male vocalist sings this animated song. The tempo is medium fast with keyboard harmony, acoustic guitar , steady drumming and simple bass lines. The song is simple, catchy, funny, spirited, animated and easy to sing along. The lyrics are funny.",7,False,True
4X2aUZFZlzc,30,40,"/m/0283d,/m/03mb9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07qv_x_,/m/07s72n,/m/08cyft,/m/0ggx5q","['techno/hardstyle', 'digital drums', 'voice samples', 'two different songs', 'synth sound', 'fast tempo', 'amateur recording']",A digital drum is playing a monotone beat with a kick on every beat along with a repeating voice sample. In the next song a wide synth pad is playing a string sound while a female voice sample is singing a melody. These songs may be playing in a techno club.,6,False,True
4Y5VcH7iK3Q,30,40,"/m/0155w,/m/04rlf","['instrumental', 'surf rock', 'ride cymbal', 'spring reverb', 'rhythm electric guitar strumming', 'lead electric guitar melody', 'walking bassline']",Instrumental surf rock with a lead electric guitar playing the melody and a rhythm electric guitar strumming chords. Ride cymbals are loud in the mix and spring reverb is used as an effect. The electric bass is playing a walking pattern.,8,False,False
4Yc71_dU3m4,30,40,"/m/02w4v,/m/04rlf,/m/0jtg0","['instrumental', 'fast tempo', 'lively veena harmony', 'raga', 'indian classical', 'hindustani instrumental', 'concert', 'north indian classical music', 'indian string instrument', 'indian wind instrument', 'sandhya raag', 'classical music', 'hindustani', 'taal', 'sruti', 'melodic flute harmony', 'tanpura', 'tabla rhythm', 'indian percussion']","This music is a lively instrumental of the Indian Classical instruments. The tempo is fast with a lead Veena harmony, spirited tabla and tanpura rhythm and melodic flute accompaniment. The music is euphoric, mellifluous, dulcet, lively, high spirited and rich. This music is a Indian Classical Veena instrumental.",7,False,False
4ZwGxgOwBUc,140,150,"/m/015y_n,/m/03_d0,/m/04rlf,/m/09x0r","['instrumental', 'fast tempo', 'woman speaking', 'background', 'superimposed vocals', 'cheerful', 'playful', 'lively viloin', 'vivacious cello', 'viola', 'upbeat', 'engaging', 'spirited', 'static', 'ambient outdoor sounds', 'cheerful melody']","This music is a lively violin composition. The tempo is fast with a spirited violin harmony and vivacious viola and cello accompaniment. The music is upbeat, happy, cheerful, playful, fresh and captivating with the voice of a woman superimposed on it with static and ambient outdoor sounds. This instrumental is a background music to a live presentation happening outdoors.",7,False,False
4_s5vHgfxnw,30,40,"/m/0192l,/m/026t6,/m/085jw,/m/0l14md","['amateur recording', 'bagpipes', 'side drum', 'background voices', 'uptempo', 'traditional']",This audio contains someone playing bagpipes with something that sounds like a traditional piece. Someone is also playing a side drum snare along. This song may be playing on the street performed by buskers.,6,False,False
4a1a-lmDVaY,30,40,"/m/02x8m,/m/04rlf,/t/dd00035","['funk song', 'male voice', 'backing voices', 'tambourine', 'saxophone', 'percussion', 'guitar', 'funk bass', 'moderate tempo', 'upbeat', 'repetitive melody', 'guitar tron effect']",This funk song features a male voice singing the main melody. Other voices sing backing vocals in harmony. A saxophone plays a repetitive melody. This is accompanied by percussion playing a funk beat. The bass plays a funky bassline. A guitar plays muted chords using a tron effect. This song is upbeat and has a happy mood. This song can be played at a retro style disco.,0,False,False
4b8gTARnmVE,30,40,"/m/0145m,/m/0164x2,/m/04rlf,/m/0l14gg,/m/0ln16","['salsa', 'male vocals', 'joyful singing', 'piano', 'bass guitar', 'latin acoustic drums', 'latin percussion', 'clave', 'latin dance', 'vibrant', 'lively', 'upbeat', 'euphoric']","This is a salsa music piece. There is a male vocal in the lead joined by another as a back vocal. All the vocals are singing joyfully. There is a piano playing the main melody while a bass guitar is playing in the background. In the rhythmic background, there is an acoustic latin drum beat with percussion playing syncopations all over. There is a lively, upbeat atmosphere. This piece could be played at dance clubs and it could also be used as an accompaniment piece for latin dance courses.",9,False,True
4bXb6GLm6zg,30,40,"/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['live performance', 'blues', 'instrumental', 'electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'groovy', 'crunchy', 'slow tempo']",This is the live performance of a blues music piece. It is an instrumental performance. The lead electric guitar is playing a blues solo while another electric guitar and a bass guitar are playing in the background. The rhythmic background consists of a slow tempo blues acoustic drum beat. There is a groovy atmosphere to this performance. This piece could be playing in the background at a rock bar.,9,False,False
4cg3MsrvJqw,210,220,"/m/04rlf,/m/04szw,/m/04wptg,/m/0l14_3","['gehu chinese instrument', 'guqin chinese instrument', 'live recording', 'erhu chinese instrument', 'hand cymbal', 'bongo like percussion', 'traditional chinese folk music', 'group singing', 'background talking']","This is a traditional Chinese folk band playing  a variety of traditional chinese instruments. The erhu, which sounds much like a violin, is being played in harmony with the guqin to create a melody which the performers also sing. The percussion is done on a bongo-sounding drum. This  is a live performance, and we hear people speaking in the background.",3,False,False
4dilYyxYLmM,30,40,"/m/04rlf,/t/dd00035","['electro/dubstep/pop&lock', 'digital drum', 'digital bass sound', 'sound effects', 'uptempo', 'uplifitng energy']",This song contains a digital drum with a shaker panned to the left side of the speaker. There are other rhythmic sound effects panned to the right side of the speakers. A digital bass playing a repeating melody is the center of this song. This song may be playing in a dance battle.,6,False,False
4ezo771lGts,210,220,"/m/014zdl,/m/04rlf","['explosions', 'jet airplane', 'synthesized orchestral string pad', 'electronic drum beat', 'mellow backbeat', 'subdued', 'four chords']","Sounds of explosions and jet airplanes over a synthesized orchestral string pad playing a four chord progression and electronic drums playing a subdued, mellow backbeat rhythm.",8,False,True
4gEmWJCPZGo,370,380,"/m/01p970,/m/026t6,/m/0l14md","['tabla playing', 'instrumental music', 'groovy rhythm', 'sikh music', 'people chanting', 'punjabi music', 'trance music', 'religious song', 'devotional', 'fast tempo', 'trance music', 'traditional instruments', 'people chapping', 'cheering sounds', 'religious fervour', 'poor audio quality', 'harmonium playing accompaniment', 'harmonium player', 'congregational music']",The song is primarily an instrumental with male voices chanting prayers. The song is fast tempo with tabla percussions and harmonium playing accompaniment. The song is spirited and devotional with a trance like feel to it. The audio quality is very poor.,1,False,False
4hulNRgH6cI,30,40,"/m/04rlf,/t/dd00036","['instrumental', 'boomy bass line', 'synthesiser articulation', 'intense electric guitar feedback', 'slow tempo', 'grim', 'dangerous', 'threatening', 'savage', 'precarious', 'sinister', 'ambiguous', 'hard rock', 'rock']","This music is instrumental.the tempo is slow with a boomy, menacing bass and synthesiser arrangements. The music is deliberate, menacing, precarious,threatening, scary, sinister and grim. This music is Hard Rock.",7,False,True
4i11P4OCRfk,30,40,"/m/015vgc,/m/04rlf,/m/06j64v","['oriental', 'amateur recording', 'strings', 'dulcimer', 'tablas', 'slow to medium tempo']",This recording contains a dulcimer playing a melody along with loud tablas playing a lot of deep hits that are overloading the recording speakers. At the end a string sound comes underlining with long pad notes. This song may be playing in a live event.,6,True,True
4i1aizhCnfg,30,40,"/m/04rlf,/t/dd00034","['male vocalist', 'slow tempo', 'vigorous introduction', 'synthesiser arrangements', 'contrast song fade', 'soft acoustic guitar accompaniment', 'korean pop', 'k-pop', 'k-pop hits', 'mellow guitar', 'song fade', 'love song', 'romantic', 'emotional', 'passionate', 'mellow', 'soft', 'calm']","A male vocalist sings this mellow pop. The tempo is slow in contrast to the enthusiastic introductory bit in this section. The song is soft, mellow, emotional, repetitive, melancholic, nostalgic and passionate with a soft acoustic guitar accompaniment. This could be a song fade. This song is a Korean Pop/K-Pop song.",7,False,True
4i9DgH80kDg,30,40,"/m/018j2,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y","['instrumental', 'medium tempo', 'banjo', 'popping', 'cheerful', 'stringed instrument', 'lively', 'spirited', 'vibrations', 'stringed instrument', 'country music', 'plucking', 'folk music', 'bluegrass', 'african instrument', 'melodious', 'rhythmic']","This music is instrumental. The tempo is medium with an animated Banjo lead harmony. There is minimal instrumentation with cheerful ,popping vibrations of this beautiful instrument. It is lively ,spirited, cheerful and adds a beautiful layer to Country and Folk Songs.",7,False,True
4jzr88nEdCM,30,40,"/m/04rlf,/m/0gywn","['male voclaist', 'fast tempo', 'groovy bass', 'indie pop', 'enthusiastic keyboard harmony', 'tambourine beats', 'synthesiser arrangement', 'infectious drumming', 'groovy basslines', 'alternative/indie', 'new music', 'compelling', 'enthusiastic', 'energetic', 'catchy beat']","A male vocalist sings this upbeat pop. The tempo is fast with synthesiser arrangements, hard hitting drums, groovy bass, tambourine beats ,keyboard harmony and choral harmony. The song is an upbeat, catchy , compelling, persuasive, enthusiastic and youthful Indie Pop.",7,False,False
4kKVGPDCIK8,30,40,"/m/02p0sh1,/m/02v2lh,/m/04rlf","['meditationmusic', 'male voice chanting', 'mid-range', 'synth pads', 'drones', 'plucks', 'slow tempo']",This song contains a male voice chanting a melody in the midrange while a synth is playing a drone full of overtones. Other synth pads are overlaying in a higher register while again other synth pluck sounds are playing a melody in a high key. This song may be playing in a meditation session.,6,False,False
